iter,purity,nmi,ari,L,Lc,Lr
0,0.85802,0.7005,,0,0,0
150,0.84777,0.69114,,0.18459635972976685,0.006472421810030937,0.18394911289215088
300,0.83649,0.67567,,0.17921562492847443,0.03250187635421753,0.17596544325351715
450,0.83188,0.65822,,0.15783758461475372,0.09149665385484695,0.1486879140138626
600,0.83598,0.66276,,0.17447209358215332,0.12041494250297546,0.16243059933185577
750,0.84111,0.69156,,0.17608627676963806,0.15618771314620972,0.1604675054550171
900,0.85238,0.68873,,0.15917402505874634,0.11422839760780334,0.14775118231773376
1050,0.86212,0.71157,,0.2037142664194107,0.20752501487731934,0.18296176195144653
1200,0.87237,0.70253,,0.162375345826149,0.12175477296113968,0.15019987523555756
1350,0.86725,0.68802,,0.17457348108291626,0.1450776904821396,0.16006571054458618
1500,0.88467,0.716,,0.1747652143239975,0.16187314689159393,0.15857790410518646
1650,0.86263,0.68453,,0.1576792597770691,0.15271592140197754,0.14240767061710358
1800,0.88006,0.70996,,0.21691995859146118,0.1484973430633545,0.2020702213048935
1950,0.88929,0.71259,,0.1429218202829361,0.1168442890048027,0.13123738765716553
2100,0.8775,0.69418,,0.16885176301002502,0.13979819416999817,0.15487194061279297
2250,0.88724,0.71461,,0.1935739368200302,0.15906870365142822,0.1776670664548874
2400,0.88877,0.74047,,0.2074725478887558,0.1590372622013092,0.19156882166862488
2550,0.89134,0.73118,,0.17303846776485443,0.11290562152862549,0.16174790263175964
2700,0.9144,0.75119,,0.15603980422019958,0.22474735975265503,0.13356506824493408
2850,0.90415,0.74232,,0.1883508861064911,0.10552643984556198,0.17779824137687683
3000,0.89646,0.72734,,0.17066964507102966,0.12025533616542816,0.15864410996437073
3150,0.89903,0.74096,,0.15536192059516907,0.13645973801612854,0.14171594381332397
3300,0.90005,0.7315,,0.23479589819908142,0.12499982118606567,0.22229591012001038
3450,0.9103,0.7488,,0.20230406522750854,0.14807602763175964,0.18749646842479706
3600,0.91697,0.74287,,0.1139623299241066,0.09653148800134659,0.10430917888879776
3750,0.91748,0.73936,,0.15374654531478882,0.11716137081384659,0.14203040301799774
3900,0.90108,0.73818,,0.2121250033378601,0.1327848881483078,0.19884651899337769
4050,0.90313,0.75197,,0.20659153163433075,0.16020464897155762,0.19057106971740723
4200,0.89851,0.74382,,0.1640886664390564,0.11054787784814835,0.15303388237953186
4350,0.9103,0.74816,,0.22888460755348206,0.11939413100481033,0.21694520115852356
4500,0.90774,0.73757,,0.18099696934223175,0.11564096808433533,0.1694328784942627
4650,0.90466,0.73758,,0.17779992520809174,0.12319913506507874,0.16548001766204834
4800,0.90723,0.75408,,0.1689097285270691,0.11942356824874878,0.1569673717021942
4950,0.90466,0.74717,,0.20345015823841095,0.08828345686197281,0.19462181627750397
5100,0.91338,0.74708,,0.14029082655906677,0.09257303178310394,0.1310335248708725
5250,0.91645,0.75419,,0.1698312610387802,0.10962264984846115,0.15886899828910828
5400,0.92209,0.75257,,0.13198505342006683,0.08918295055627823,0.12306675314903259
5550,0.92773,0.77026,,0.1935059130191803,0.15407530963420868,0.1780983805656433
5700,0.93132,0.772,,0.2166489064693451,0.2307828664779663,0.19357061386108398
5850,0.92465,0.76572,,0.14234675467014313,0.07816928625106812,0.13452982902526855
6000,0.92517,0.76429,,0.1541241556406021,0.08205468207597733,0.14591868221759796
6150,0.92312,0.75806,,0.14977863430976868,0.11443758010864258,0.13833487033843994
6300,0.9308,0.77238,,0.17972098290920258,0.10972337424755096,0.1687486469745636
6450,0.93183,0.78012,,0.16942942142486572,0.1262492537498474,0.15680450201034546
6600,0.92158,0.76775,,0.20208728313446045,0.09504163265228271,0.1925831139087677
6750,0.93593,0.77869,,0.15157252550125122,0.19180256128311157,0.1323922723531723
6900,0.93542,0.77858,,0.13740186393260956,0.08526282757520676,0.12887558341026306
7050,0.92927,0.76976,,0.19526344537734985,0.14611148834228516,0.18065229058265686
7200,0.92465,0.7687,,0.18516699969768524,0.11869685351848602,0.17329731583595276
7350,0.92568,0.76349,,0.2730299234390259,0.13589292764663696,0.2594406306743622
7500,0.93234,0.77591,,0.20835493505001068,0.11764305084943771,0.1965906322002411
7650,0.94106,0.78441,,0.11697714030742645,0.08078602701425552,0.10889853537082672
7800,0.94054,0.7774,,0.1724092662334442,0.11222714930772781,0.16118654608726501
7950,0.91799,0.76563,,0.19654349982738495,0.0880439430475235,0.18773910403251648
8100,0.91902,0.76837,,0.21160516142845154,0.16778002679347992,0.1948271542787552
8250,0.92465,0.77112,,0.17854724824428558,0.08705536276102066,0.1698417067527771
8400,0.93234,0.77215,,0.21224136650562286,0.3222298324108124,0.1800183802843094
8550,0.93491,0.77487,,0.17286333441734314,0.10201990604400635,0.1626613438129425
8700,0.93183,0.77372,,0.16885630786418915,0.10359573364257812,0.15849673748016357
8850,0.93644,0.78338,,0.2078692764043808,0.13665804266929626,0.1942034661769867
9000,0.9308,0.7765,,0.21263980865478516,0.12198939919471741,0.20044086873531342
9150,0.93183,0.77689,,0.1938384473323822,0.14262224733829498,0.17957621812820435
9300,0.93747,0.7826,,0.20445746183395386,0.12677639722824097,0.19177982211112976
9450,0.93798,0.77597,,0.16939644515514374,0.07466255128383636,0.16193018853664398
9600,0.94516,0.79234,,0.18250307440757751,0.12422577291727066,0.1700804978609085
9750,0.95131,0.79955,,0.16656070947647095,0.1906316578388214,0.14749754965305328
9900,0.94413,0.79317,,0.1873074769973755,0.10392609983682632,0.17691487073898315
10050,0.94516,0.79271,,0.16433101892471313,0.08321727812290192,0.15600928664207458
10200,0.94259,0.78597,,0.14811593294143677,0.08573705703020096,0.13954222202301025
10350,0.94772,0.79217,,0.1861548125743866,0.10833258926868439,0.1753215491771698
10500,0.94567,0.79482,,0.17155654728412628,0.0976773202419281,0.16178882122039795
10650,0.93183,0.77791,,0.244990736246109,0.15576434135437012,0.22941429913043976
10800,0.94157,0.78411,,0.19691340625286102,0.16622526943683624,0.18029087781906128
10950,0.94567,0.79423,,0.15806491672992706,0.08402397483587265,0.14966252446174622
11100,0.94721,0.79085,,0.18350915610790253,0.1048363447189331,0.17302551865577698
11250,0.94926,0.79756,,0.17844274640083313,0.11314655095338821,0.1671280860900879
11400,0.94516,0.79173,,0.15590715408325195,0.1712365597486496,0.1387834995985031
11550,0.94926,0.79861,,0.21061863005161285,0.09114107489585876,0.20150452852249146
11700,0.95182,0.79915,,0.1352987140417099,0.08857572078704834,0.1264411360025406
11850,0.95336,0.79912,,0.1755027025938034,0.09257419407367706,0.16624528169631958
12000,0.93849,0.78707,,0.203168123960495,0.16566917300224304,0.1866012066602707
12150,0.93849,0.78848,,0.18565286695957184,0.13896766304969788,0.1717561036348343
12300,0.94157,0.7931,,0.19318661093711853,0.09224460273981094,0.1839621514081955
12450,0.94669,0.79769,,0.18606843054294586,0.14264020323753357,0.17180441319942474
12600,0.95079,0.80345,,0.16049160063266754,0.07989390194416046,0.15250220894813538
12750,0.94823,0.79847,,0.1620064675807953,0.08569991588592529,0.15343648195266724
12900,0.95284,0.80517,,0.17996053397655487,0.09491723775863647,0.17046880722045898
13050,0.94874,0.80112,,0.25108131766319275,0.07213227450847626,0.24386808276176453
13200,0.95541,0.80715,,0.18217088282108307,0.11242407560348511,0.1709284782409668
13350,0.95592,0.8078,,0.11799538880586624,0.06847014278173447,0.11114837229251862
13500,0.95695,0.8076,,0.14555305242538452,0.07217224687337875,0.13833582401275635
13650,0.96053,0.81587,,0.18256939947605133,0.13039737939834595,0.16952966153621674
13800,0.95951,0.81345,,0.1770566999912262,0.13296546041965485,0.16376015543937683
13950,0.95848,0.81055,,0.2040139138698578,0.12849968671798706,0.19116394221782684
14100,0.95951,0.81402,,0.18465140461921692,0.06632938981056213,0.1780184656381607
14250,0.95951,0.81205,,0.15790045261383057,0.09105859696865082,0.14879459142684937
14400,0.96105,0.81639,,0.17306777834892273,0.09405446797609329,0.16366232931613922
14550,0.96258,0.81873,,0.1681712418794632,0.09731416404247284,0.15843982994556427
14700,0.95797,0.8133,,0.15072891116142273,0.06251846998929977,0.14447706937789917
14850,0.959,0.81116,,0.18217727541923523,0.11052633821964264,0.1711246371269226
15000,0.96258,0.81932,,0.15667365491390228,0.07569500803947449,0.14910414814949036
15150,0.96156,0.81605,,0.16658011078834534,0.0694381445646286,0.15963630378246307
15300,0.96463,0.82469,,0.16724838316440582,0.10800255089998245,0.1564481258392334
15450,0.96361,0.82143,,0.146715447306633,0.07562608271837234,0.13915283977985382
15600,0.96463,0.82401,,0.21080541610717773,0.125727578997612,0.19823265075683594
15750,0.96156,0.81493,,0.1378205418586731,0.07504019886255264,0.13031652569770813
15900,0.96207,0.81638,,0.16130918264389038,0.0827760100364685,0.153031587600708
16050,0.96156,0.81901,,0.18802139163017273,0.1164972335100174,0.17637166380882263
16200,0.96463,0.8261,,0.19965775310993195,0.09885495901107788,0.18977226316928864
16350,0.95951,0.81577,,0.16948430240154266,0.08740917593240738,0.16074338555335999
16500,0.96258,0.82077,,0.13582070171833038,0.1390482485294342,0.12191587686538696
16650,0.96412,0.82358,,0.18614836037158966,0.09708631783723831,0.17643973231315613
16800,0.96668,0.83039,,0.16687525808811188,0.08577150106430054,0.15829810500144958
16950,0.96515,0.82591,,0.14752891659736633,0.0870247632265091,0.13882644474506378
17100,0.96617,0.8285,,0.22884273529052734,0.09736451506614685,0.2191062867641449
17250,0.96566,0.82688,,0.1891781985759735,0.10060686618089676,0.17911751568317413
17400,0.96566,0.82593,,0.10890816152095795,0.05836055427789688,0.10307210683822632
17550,0.96668,0.82919,,0.14768719673156738,0.06928730010986328,0.1407584697008133
17700,0.96566,0.82713,,0.21325364708900452,0.11058486998081207,0.2021951526403427
17850,0.96412,0.8236,,0.2007462978363037,0.12278411537408829,0.18846789002418518
18000,0.96463,0.82326,,0.15763480961322784,0.07615231722593307,0.150019571185112
18150,0.96566,0.82607,,0.22535394132137299,0.09098134189844131,0.2162558138370514
18300,0.96515,0.82461,,0.1758938431739807,0.08027028292417526,0.1678668111562729
18450,0.96668,0.83089,,0.17197388410568237,0.08207117021083832,0.1637667715549469
18600,0.96566,0.82635,,0.16286934912204742,0.08483591675758362,0.1543857604265213
18750,0.96258,0.81991,,0.19713342189788818,0.06974699348211288,0.19015872478485107
18900,0.96207,0.81659,,0.13516774773597717,0.070996955037117,0.12806805968284607
19050,0.96617,0.82615,,0.1640387922525406,0.06645667552947998,0.15739312767982483
19200,0.96566,0.82486,,0.12751494348049164,0.059391774237155914,0.12157577276229858
19350,0.96668,0.82893,,0.18602415919303894,0.09866270422935486,0.1761578917503357
19500,0.96361,0.82014,,0.20255886018276215,0.11875639855861664,0.19068321585655212
19650,0.96515,0.82451,,0.1399589478969574,0.056528933346271515,0.13430605828762054
19800,0.96566,0.82506,,0.14982017874717712,0.05390316620469093,0.14442986249923706
19950,0.96566,0.8252,,0.1452624350786209,0.08426114916801453,0.13683632016181946
20100,0.96566,0.82616,,0.17458955943584442,0.07536699622869492,0.16705286502838135
20250,0.9672,0.83046,,0.16249527037143707,0.08757254481315613,0.15373802185058594
20400,0.9631,0.8223,,0.19441702961921692,0.06817889213562012,0.18759913742542267
20550,0.96361,0.82142,,0.136677548289299,0.14145871996879578,0.12253168225288391
20700,0.96668,0.82775,,0.13369470834732056,0.05956284701824188,0.12773841619491577
20850,0.96668,0.82928,,0.18886516988277435,0.0971870943903923,0.17914645373821259
21000,0.96566,0.827,,0.17980922758579254,0.07802291959524155,0.17200693488121033
21150,0.96515,0.82573,,0.2690427005290985,0.09703288972377777,0.25933942198753357
21300,0.96566,0.82825,,0.2039487510919571,0.10833733528852463,0.1931150108575821
21450,0.96566,0.82646,,0.11489515751600266,0.06895899772644043,0.10799925774335861
21600,0.96515,0.82494,,0.16819986701011658,0.08321963995695114,0.15987789630889893
21750,0.96258,0.82008,,0.1945084035396576,0.08318586647510529,0.18618981540203094
21900,0.96566,0.82662,,0.20404696464538574,0.12426818162202835,0.1916201412677765
22050,0.96566,0.82783,,0.1729004830121994,0.06743834912776947,0.16615664958953857
22200,0.96668,0.82879,,0.18911650776863098,0.20080450177192688,0.16903606057167053
22350,0.96668,0.8299,,0.16853372752666473,0.06888019293546677,0.16164571046829224
22500,0.96515,0.82667,,0.164925679564476,0.0835852324962616,0.15656715631484985
22650,0.96515,0.82589,,0.20252647995948792,0.10598214715719223,0.19192826747894287
22800,0.96515,0.82676,,0.2092081606388092,0.10338308662176132,0.19886985421180725
22950,0.96617,0.82913,,0.18244972825050354,0.11878413707017899,0.17057131230831146
23100,0.96771,0.83188,,0.19992400705814362,0.09906637668609619,0.19001737236976624
23250,0.9672,0.8301,,0.16694480180740356,0.05762432515621185,0.16118237376213074
23400,0.96771,0.83142,,0.17746654152870178,0.08774764835834503,0.16869178414344788
23550,0.96463,0.8222,,0.15306176245212555,0.1449761688709259,0.13856413960456848
23700,0.96515,0.82369,,0.18400461971759796,0.07472332566976547,0.17653228342533112
23850,0.9672,0.82748,,0.16113188862800598,0.0628785565495491,0.1548440307378769
24000,0.96617,0.82614,,0.14490610361099243,0.06255625188350677,0.13865047693252563
24150,0.96617,0.8274,,0.1812349557876587,0.08190707862377167,0.17304424941539764
24300,0.96617,0.82905,,0.16876134276390076,0.08017969876527786,0.1607433706521988
24450,0.96463,0.8256,,0.23829780519008636,0.14237631857395172,0.22406017780303955
24600,0.96617,0.82843,,0.1967858076095581,0.16051417589187622,0.18073439598083496
24750,0.9672,0.82999,,0.1546211987733841,0.060145869851112366,0.14860661327838898
24900,0.96822,0.83177,,0.18029049038887024,0.08203761279582977,0.17208673059940338
25050,0.96771,0.8324,,0.17600880563259125,0.09155643731355667,0.1668531596660614
25200,0.96515,0.82636,,0.145207017660141,0.13298441469669342,0.13190858066082
25350,0.96668,0.83099,,0.20965063571929932,0.0881006121635437,0.20084057748317719
25500,0.96771,0.8324,,0.1338479220867157,0.0778454840183258,0.12606337666511536
25650,0.96617,0.82824,,0.17179834842681885,0.06724863499403,0.1650734841823578
25800,0.96412,0.82363,,0.19410088658332825,0.09800520539283752,0.18430036306381226
25950,0.96617,0.8292,,0.1781894862651825,0.1066586822271347,0.16752362251281738
26100,0.96668,0.83172,,0.19065700471401215,0.08551831543445587,0.1821051687002182
26250,0.9672,0.8317,,0.17716790735721588,0.11148388683795929,0.1660195142030716
26400,0.9672,0.83203,,0.1570407748222351,0.055630020797252655,0.15147776901721954
26550,0.9672,0.83191,,0.1582668274641037,0.06678356230258942,0.15158846974372864
26700,0.96617,0.82916,,0.1755506545305252,0.07374929636716843,0.16817572712898254
26850,0.96412,0.82359,,0.2513428330421448,0.08244933933019638,0.24309790134429932
27000,0.9672,0.83015,,0.1792999804019928,0.09514480829238892,0.1697854995727539
27150,0.96822,0.83264,,0.11558795720338821,0.050620727241039276,0.11052588373422623
27300,0.96617,0.82807,,0.14286014437675476,0.05403471365571022,0.13745667040348053
27450,0.96771,0.83042,,0.17807894945144653,0.10026638954877853,0.1680523157119751
27600,0.96771,0.83338,,0.1652330458164215,0.07689391076564789,0.15754365921020508
27750,0.96668,0.82837,,0.19952118396759033,0.11526969820261002,0.18799421191215515
27900,0.96873,0.83359,,0.18254122138023376,0.05410770699381828,0.17713044583797455
28050,0.96771,0.83034,,0.1542896181344986,0.06750374287366867,0.14753924310207367
28200,0.96822,0.83225,,0.16898375749588013,0.06887497752904892,0.16209626197814941
28350,0.9672,0.8297,,0.16319707036018372,0.0742017924785614,0.15577688813209534
28500,0.96617,0.82892,,0.14771336317062378,0.045689698308706284,0.1431443989276886
28650,0.96668,0.83053,,0.17549318075180054,0.10627476871013641,0.16486570239067078
28800,0.96925,0.83475,,0.15399973094463348,0.05620264261960983,0.14837945997714996
28950,0.96873,0.83317,,0.16389471292495728,0.05441583693027496,0.15845313668251038
29100,0.96822,0.83299,,0.1617915779352188,0.07325069606304169,0.15446650981903076
29250,0.96668,0.82911,,0.14400614798069,0.0678064152598381,0.13722550868988037
29400,0.9672,0.83064,,0.20980684459209442,0.1279003918170929,0.19701680541038513
29550,0.9672,0.82961,,0.1356917917728424,0.06059962511062622,0.12963183224201202
29700,0.9672,0.83023,,0.15826137363910675,0.06411484628915787,0.1518498957157135
29850,0.96668,0.82913,,0.18187661468982697,0.07196402549743652,0.1746802181005478
